citation_id,source_label,indicator,assigned_category,matched_regex_or_rule,matched_text,evidence_excerpt,coding_basis
[159],France - Bordeaux Métropole - added municipal/authority operational source,Source Authority,Intermunicipal or regional waste authority,,,France - Bordeaux Métropole - added municipal/authority operational source | Navigation principale | https://www.bordeaux-metropole.fr/a-votre-service/services-aux-particuliers/dechets/je-trie-je-valorise/dechets-alimentaires,source_label_priority
[159],France - Bordeaux Métropole - added municipal/authority operational source,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,compostage,"ipale | https://www.bordeaux-metropole.fr/a-votre-service/services-aux-particuliers/dechets/je-trie-je-valorise/dechets-alimentaires ons de compostage. Déposez vos déchets alimentaires dans une borne à déchets alimentaires proche de chez vous, le composteur collectif dont vous dépendez ou",regex_include_exclude
[159],France - Bordeaux Métropole - added municipal/authority operational source,Acceptance,Collection liners only,"(?:d[ée]chets?\s+alimentaires|biod[ée]chets?|d[ée]chets?\s+organiques|mati[èe]res?\s+organiques).{0,140}sacs?\s+(?:compostables?|biod[ée]gradables?|bio|en\s+papier|kraft)",déchets alimentaires en vrac ou dans un sac kraft,mortisseurs pour minimiser les nuisances sonores lors de son utilisation. Comment ça marche ? C'est simple et sans inscription : déposez vos déchets alimentaires en vrac ou dans un sac kraft directement dans la borne. Aucune démarche administrative n'est nécessaire. Ce qui va dans la borne : Épluchures de fruits et légumes Rest,regex_include_exclude_context_checked
[159],France - Bordeaux Métropole - added municipal/authority operational source,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,biodégradables,"ettes en papier Fleurs fanées Sacs kraft Ce qui ne va PAS dans la borne : Emballages (papier, plastique, aluminium...) Sacs plastiques (même biodégradables) Capsules de café (même compostables ou biodégradables) Objets (couverts, vaisselle...) Lingettes nettoyantes, mouchoirs en papier Coquill",regex_include_exclude
[159],France - Bordeaux Métropole - added municipal/authority operational source,Rejection Rationale,Compost/digestate quality or contamination concern,(mikroplastik|fremdstoff|st[öo]rstoff|vervuiling|verontreiniging|schone\s+compost|kwaliteit|schadelijke\s+stoffen|compostkwaliteit|bodem|meststof|fertilisant|engrais|qualit[ée]|inquinant|퇴비|비료|품질),engrais,"ères ou comme carburant (GNC) pour les véhicules Du CO₂ , injecté dans les boissons gazeuses ou les serres de culture Une sorte de compost , engrais naturel pour les plantations, issu des matières solides restantes. Dans les composteurs individuels ou collectifs : Vos déchets se transfo",regex_include_exclude
[160],France - Aix-Marseille-Provence - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,France - Aix-Marseille-Provence - added municipal/authority operational source | J’utilise les bornes de déchets alimentaires | https://dechets.ampmetropole.fr/particuliers/je-nourris-mon-j,metadata_regex + fallback_from_source_label
[160],France - Aix-Marseille-Provence - added municipal/authority operational source,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,compostage,"ou dans un sac papier kraft . Mes déchets alimentaires sont collectés régulièrement par la Métropole pour être acheminés vers un centre de compostage industriel du territoire . Les déchets alimentaires triés, mélangés et fermentés sur place, subissent un processus de décomposition progres",regex_include_exclude
[160],France - Aix-Marseille-Provence - added municipal/authority operational source,Acceptance,Collection liners only,"(?:d[ée]chets?\s+alimentaires|biod[ée]chets?|d[ée]chets?\s+organiques|mati[èe]res?\s+organiques).{0,140}sacs?\s+(?:compostables?|biod[ée]gradables?|bio|en\s+papier|kraft)",déchets alimentaires dans une borne ? les déchets alimentaires sont à déposer exclusivement en vrac ou dans un sac kraft,"équence en été). Je le rince à chaque usage (il passe au lave-vaisselle). Est-ce que je peux utiliser des sacs compostables pour déposer mes déchets alimentaires dans une borne ? Les déchets alimentaires sont à déposer exclusivement EN VRAC ou dans un SAC KRAFT . Les sacs plastiques, les sacs de fruits et légumes du supermarché et autres sont interdits dans les bornes de déchets alimentaires. Pour",regex_include_exclude_context_checked
[160],France - Aix-Marseille-Provence - added municipal/authority operational source,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[160],France - Aix-Marseille-Provence - added municipal/authority operational source,Rejection Rationale,Compost/digestate quality or contamination concern,(mikroplastik|fremdstoff|st[öo]rstoff|vervuiling|verontreiniging|schone\s+compost|kwaliteit|schadelijke\s+stoffen|compostkwaliteit|bodem|meststof|fertilisant|engrais|qualit[ée]|inquinant|퇴비|비료|품질),engrais,"ire . Les déchets alimentaires triés, mélangés et fermentés sur place, subissent un processus de décomposition progressif jusqu’à devenir un engrais naturel : du compost prêt à enrichir les sols agricoles locaux . Lorsque j’achète des produits locaux pour cuisiner, je boucle la boucle d",regex_include_exclude
[161],France - Grenoble Alpes Métropole - added municipal/authority operational source,Source Authority,Intermunicipal or regional waste authority,,,France - Grenoble Alpes Métropole - added municipal/authority operational source | Menu | https://www.grenoblealpesmetropole.fr/80-les-dechets-alimentaires.htm,source_label_priority
[161],France - Grenoble Alpes Métropole - added municipal/authority operational source,Stated Organic-waste Treatment Route,AD/biogas only,\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|biokaas|biogaz|biogass|biogasanlegg|r[öo]tning|biog[öo]dsel|biog[øo]dning|digestate|厌氧|厭氧|沼气|沼氣)\b,biogaz,"t, puis mis à disposition gratuitement des agriculteurs locaux pour enrichir leurs sols. À partir de 2024, ils seront également valorisés en biogaz grâce au nouveau méthaniseur , actuellement à l'étude. Le tri des déchets alimentaires en vidéo Quelques conseils pour éviter les odeurs a",regex_include_exclude
[161],France - Grenoble Alpes Métropole - added municipal/authority operational source,Acceptance,Collection liners only,"(?:d[ée]chets?\s+alimentaires|biod[ée]chets?|d[ée]chets?\s+organiques|mati[èe]res?\s+organiques).{0,140}sacs?\s+(?:compostables?|biod[ée]gradables?|bio|en\s+papier|kraft)",déchets alimentaires que vous jetez dans la poubelle marron doivent être déposés dans un sac biodégradable,"marron sont les coquillages (moules, huîtres...). En cas de doute, utilisez : Notre moteur de recherche sur le tri des déchets Rappel : les déchets alimentaires que vous jetez dans la poubelle marron doivent être déposés dans un sac biodégradable fourni gratuitement par la Métropole. Grenoble Alpes Métropole vous accompagne également dans la lutte contre le gaspillage alimentaire .",regex_include_exclude_context_checked
[161],France - Grenoble Alpes Métropole - added municipal/authority operational source,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,biodégradables,tre d’être compostés et réutilisés localement en engrais naturel plutôt que d’être incinérés. Accès rapides Où retirer des bio-seaux et sacs biodégradables ? L'essentiel à retenir Les déchets alimentaires se jettent dans votre composteur ou dans votre poubelle marron si votre commune est conce,regex_include_exclude
[161],France - Grenoble Alpes Métropole - added municipal/authority operational source,Rejection Rationale,Compost/digestate quality or contamination concern,(mikroplastik|fremdstoff|st[öo]rstoff|vervuiling|verontreiniging|schone\s+compost|kwaliteit|schadelijke\s+stoffen|compostkwaliteit|bodem|meststof|fertilisant|engrais|qualit[ée]|inquinant|퇴비|비료|품질),qualité,mon eau Me déplacer Me loger et améliorer mon logement Faire des économies d'énergie chez soi Connaitre les règles d'urbanisme Agir pour la qualité de l'air Découvrir et préserver la nature Consommer durable et local Sortir Participer à la vie citoyenne Être accompagné vers l'emploi Dé,regex_include_exclude
[162],Norway - BIR Bergen - added municipal/authority operational source,Source Authority,Municipal sorting rule,\b(city|municipal|municipality|commune|gemeente|gemeinde|borough|district|council|town|ville|stadt|ayuntamiento|comune|cidade|municipio|município|municipalidad|ciudad|miasto|urząd|alcald[ií]a|oslo|berlin|munich|hamburg|cologne|amsterdam|vienna|milan|barcelona|vigo|toronto|seattle|austin|san francisco|tokyo|seoul|prague|alimos|riga|krak[oó]w|toru[nń]|warsaw|bratislava|vilnius|ljubljana|maribor|christchurch|auckland|vitacura|las\s+palmas|brno|copenhagen|reykjav[ií]k|portland|new\s+york\s+city|minamata|zushi|providencia|santa\s+juana|wrocław|wroclaw)\b,municipal,Norway - BIR Bergen - added municipal/authority operational source | Råd for riktig bruk av papirposen til matavfall | https://bir.no/bli-kvitt-boss/matavfall/poser-til-matavfal,metadata_regex + fallback_from_source_label
[162],Norway - BIR Bergen - added municipal/authority operational source,Stated Organic-waste Treatment Route,Treatment route not stated,\b(brown\s*bin|green\s*cart|organic\s*waste\s*collection|food\s*waste\s*collection|food\s*scraps?\s*(?:bin|collection)|bio[- ]?waste\s*collection|biowaste\s*collection|FOGO|GFT|biotonne|bioabfall|contenedor\s+marr[oó]n|contentor\s+castanho|bac\s+brun|rifiut[io]\s+organic[io]|umido|maisto\s+atliek|bioj[äa]te|madaffald|matavfall|bioodpad|pojemnik\s+bio|kitchen\s*waste\s*collection)\b,matavfall,Norway - BIR Bergen - added municipal/authority operational source | Råd for riktig bruk av papirposen til matavfall | https://bir.no/bli-kvitt-boss/matavfall/poser-til-matavfall/ Råd for riktig bruk av papirposen til matavfall URL: https://bir.no/bli-kvit,regex_include_exclude
[162],Norway - BIR Bergen - added municipal/authority operational source,Acceptance,Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)",ikke tilfører mikroplast til biogjødselen som produseres i biogassanlegget vårt på voss. det gjør at gjødselen kan brukes trygt i matproduksjon hos lokale bønder. bioposer,miljøbussene . Derfor bruker vi papirposer til matavfall I BIR bruker vi papirposer til innsamling av matavfall fordi de brytes helt ned og ikke tilfører mikroplast til biogjødselen som produseres i biogassanlegget vårt på Voss. Det gjør at gjødselen kan brukes trygt i matproduksjon hos lokale bønder. Bioposer benyttes ikke fordi det fortsatt er usikkerhet knyttet til hvordan bioplast brytes ned i nordisk klima. Risikoen for at slike poser kan et,regex_include_exclude
